Paul Pierce - Def,-0.00279246787776344
Kevin Garnett - Def,-0.0179548337558706
Kendrick Perkins - Def,-0.000983158945098039
Ray Allen - Def,-0.0136900406199361
Rajon Rondo - Def,-0.0102986500711439
LeBron James - Off,0.0282615051874153
Anderson Varejao - Off,0.0129537926364081
Shaquille O'Neal - Off,-0.0136892339932226
Anthony Parker - Off,7.79355689805028e-05
Mo Williams - Off,0
Kevin Garnett - Paul Pierce - Def,-0.00267588499690241
Kendrick Perkins - Paul Pierce - Def,0
Paul Pierce - Ray Allen - Def,0
Paul Pierce - Rajon Rondo - Def,-0.000640502768888274
Kendrick Perkins - Kevin Garnett - Def,-0.00151159035303916
Kevin Garnett - Ray Allen - Def,-0.00212653363748472
Kevin Garnett - Rajon Rondo - Def,-0.00412034139010531
Kendrick Perkins - Ray Allen - Def,0
Kendrick Perkins - Rajon Rondo - Def,0
Rajon Rondo - Ray Allen - Def,0
Anderson Varejao - LeBron James - Off,0.00733849215190618
LeBron James - Shaquille O'Neal - Off,-5.87872181878613e-05
Anthony Parker - LeBron James - Off,0.000196950329476198
LeBron James - Mo Williams - Off,0.000160058208410474
Anderson Varejao - Shaquille O'Neal - Off,0
Anderson Varejao - Anthony Parker - Off,0
Anderson Varejao - Mo Williams - Off,0
Anthony Parker - Shaquille O'Neal - Off,-0.00065909000494313
Mo Williams - Shaquille O'Neal - Off,-0.00457276492379
Anthony Parker - Mo Williams - Off,0
LeBron James - Def,-0.00103824093181348
Anderson Varejao - Def,-0.0203452050145956
Shaquille O'Neal - Def,-0.0104083640767938
Anthony Parker - Def,-0.00446832461082425
Mo Williams - Def,0
Paul Pierce - Off,0.00194421845336623
Kevin Garnett - Off,0.00506629614747034
Kendrick Perkins - Off,0.00173327512328547
Ray Allen - Off,0.00962121760819623
Rajon Rondo - Off,-0.00187101705074844
Anderson Varejao - LeBron James - Def,0
LeBron James - Shaquille O'Neal - Def,0
Anthony Parker - LeBron James - Def,0
LeBron James - Mo Williams - Def,0
Anderson Varejao - Shaquille O'Neal - Def,-0.00122028771245208
Anderson Varejao - Anthony Parker - Def,-0.00337262171478248
Anderson Varejao - Mo Williams - Def,-0.00127800974120218
Anthony Parker - Shaquille O'Neal - Def,0
Mo Williams - Shaquille O'Neal - Def,0
Anthony Parker - Mo Williams - Def,0
Kevin Garnett - Paul Pierce - Off,0.00274931458305527
Kendrick Perkins - Paul Pierce - Off,0.00266827286695648
Paul Pierce - Ray Allen - Off,0.0030569499756341
Paul Pierce - Rajon Rondo - Off,0
Kendrick Perkins - Kevin Garnett - Off,0
Kevin Garnett - Ray Allen - Off,0
Kevin Garnett - Rajon Rondo - Off,0
Kendrick Perkins - Ray Allen - Off,0
Kendrick Perkins - Rajon Rondo - Off,0
Rajon Rondo - Ray Allen - Off,0
Rasheed Wallace - Def,-0.00189578506217358
Zydrunas Ilgauskas - Off,0
Daniel Gibson - Off,0
Paul Pierce - Rasheed Wallace - Def,0
Kevin Garnett - Rasheed Wallace - Def,0
Rasheed Wallace - Ray Allen - Def,0
Rajon Rondo - Rasheed Wallace - Def,0
LeBron James - Zydrunas Ilgauskas - Off,0
Daniel Gibson - LeBron James - Off,0
Anderson Varejao - Zydrunas Ilgauskas - Off,0
Anderson Varejao - Daniel Gibson - Off,0
Anthony Parker - Zydrunas Ilgauskas - Off,0
Anthony Parker - Daniel Gibson - Off,0
Daniel Gibson - Zydrunas Ilgauskas - Off,0
